"date_of_charge","time_of_charge","amount","description_of_charge"
"2021-03-26","17:33:51","167","sauna"
"2021-03-26","18:04:08","141","bar/restaurant"
"2021-03-26","18:38:51","175","sauna"
"2021-03-26","19:10:51","112","conference room"
"2021-03-26","19:17:42","134","sauna"
"2021-03-26","20:14:45","144","conference room"
"2021-03-26","20:32:19","143","sauna"
"2021-03-26","20:48:43","176","sauna"
"2021-03-26","21:03:18","146","conference room"
"2021-03-26","21:04:57","126","sauna"
"2021-03-26","21:05:04","187","bar/restaurant"
"2021-03-26","21:09:57","124","gym"
"2021-03-26","22:21:35","186","gym"
"2021-03-26","22:28:46","113","sauna"
"2021-03-26","22:33:25","147","conference room"
"2021-03-26","23:03:47","112","bar/restaurant"
"2021-03-26","23:21:58","168","gym"
"2021-03-26","23:36:00","180","bar/restaurant"
"2021-03-27","10:01:25","143","sauna"
"2021-03-27","10:05:16","112","conference room"
"2021-03-27","11:17:24","137","gym"
"2021-03-27","11:41:08","153","conference room"
"2021-03-27","13:50:15","184","gym"
"2021-03-27","13:50:28","114","sauna"
"2021-03-27","16:51:13","162","sauna"
"2021-03-27","18:04:24","117","sauna"
"2021-03-27","18:21:29","143","conference room"
"2021-03-27","19:00:00","172","conference room"
"2021-03-27","21:00:16","171","sauna"
"2021-03-27","21:20:15","191","conference room"
"2021-03-27","21:20:28","102","bar/restaurant"
"2021-03-28","10:26:29","144","conference room"
"2021-03-28","11:28:50","125","bar/restaurant"
"2021-03-28","13:04:47","160","sauna"
"2021-03-28","13:26:52","105","sauna"
"2021-03-28","13:30:33","111","gym"
"2021-03-28","17:25:46","131","sauna"
"2021-03-28","17:47:35","185","bar/restaurant"
"2021-03-28","19:21:12","174","conference room"
"2021-03-28","19:51:19","133","bar/restaurant"
"2021-03-28","21:58:17","134","sauna"
"2021-03-28","22:16:52","195","sauna"
"2021-03-28","22:19:07","177","bar/restaurant"
"2021-03-28","22:42:57","136","bar/restaurant"
"2021-03-28","23:30:56","162","sauna"
"2021-04-01","12:46:17","148","bar/restaurant"
"2021-04-01","19:08:39","156","bar/restaurant"
"2021-04-02","11:55:03","109","gym"
"2021-04-02","20:27:16","129","gym"
"2021-04-03","12:51:04","198","bar/restaurant"
"2021-04-03","13:45:46","107","bar/restaurant"
"2021-04-03","17:29:09","111","gym"
"2021-04-03","18:36:01","180","bar/restaurant"
"2021-04-04","14:26:00","151","bar/restaurant"
"2021-04-04","20:41:31","129","sauna"
"2021-04-04","21:24:04","120","gym"
"2021-04-05","17:06:16","186","gym"
"2021-04-05","17:48:42","157","bar/restaurant"
"2021-04-05","17:52:26","128","sauna"
"2021-04-05","18:04:53","101","sauna"
"2021-04-05","21:18:52","103","bar/restaurant"
"2021-04-06","13:58:42","131","bar/restaurant"
"2021-04-06","14:03:01","108","sauna"
"2021-04-06","16:21:29","116","bar/restaurant"
"2021-04-06","16:46:29","192","bar/restaurant"
"2021-04-06","18:35:05","123","sauna"
"2021-04-06","21:06:21","133","sauna"
"2021-04-07","12:12:24","194","bar/restaurant"
"2021-04-07","13:41:42","103","sauna"
"2021-04-07","17:43:36","136","bar/restaurant"
"2021-04-07","19:06:46","145","gym"
"2021-04-07","21:38:26","171","bar/restaurant"
"2021-04-07","22:03:03","184","bar/restaurant"
"2021-04-07","22:24:37","138","sauna"
"2021-04-08","14:01:10","102","sauna"
"2021-04-08","15:10:02","130","bar/restaurant"
"2021-04-08","16:30:24","137","bar/restaurant"
"2021-04-08","20:32:45","190","bar/restaurant"
"2021-04-08","22:15:21","127","bar/restaurant"
"2021-04-08","22:17:44","188","sauna"
"2021-04-08","23:49:12","177","bar/restaurant"
"2021-04-09","12:26:48","101","bar/restaurant"
"2021-04-09","14:54:16","165","bar/restaurant"
"2021-04-09","18:44:28","101","bar/restaurant"
"2021-04-09","19:18:54","174","bar/restaurant"
"2021-04-09","20:34:27","125","bar/restaurant"
"2021-04-09","23:06:30","131","bar/restaurant"
"2021-04-10","18:50:55","193","bar/restaurant"
"2021-04-11","17:58:57","139","bar/restaurant"
"2021-04-11","20:15:38","161","bar/restaurant"
"2021-04-11","20:53:43","149","bar/restaurant"
"2021-04-11","21:15:23","102","bar/restaurant"
"2021-04-11","22:38:38","119","bar/restaurant"
"2021-04-13","12:04:37","151","bar/restaurant"
"2021-04-14","17:32:43","176","bar/restaurant"
"2021-04-14","18:29:55","169","bar/restaurant"
"2021-04-14","19:38:09","102","bar/restaurant"
"2021-04-15","10:41:55","196","sauna"
"2021-04-15","16:22:31","143","sauna"
"2021-04-16","11:19:09","174","bar/restaurant"
"2021-04-16","11:41:56","128","bar/restaurant"
"2021-04-16","12:15:51","139","sauna"
"2021-04-16","12:58:26","190","sauna"
"2021-04-16","13:28:22","151","gym"
"2021-04-16","15:18:05","115","sauna"
"2021-04-16","15:46:00","176","sauna"
"2021-04-16","17:01:15","182","bar/restaurant"
"2021-04-16","20:34:54","165","sauna"
"2021-04-16","22:16:21","163","sauna"
"2021-04-17","10:26:25","165","gym"
"2021-04-17","11:58:54","192","gym"
"2021-04-17","13:14:01","188","bar/restaurant"
"2021-04-17","16:31:45","188","bar/restaurant"
"2021-04-17","17:09:16","114","gym"
"2021-04-17","17:37:41","179","bar/restaurant"
"2021-04-17","17:49:34","144","bar/restaurant"
"2021-04-17","18:24:44","153","bar/restaurant"
"2021-04-17","18:48:54","148","conference room"
"2021-04-17","19:39:32","103","bar/restaurant"
"2021-04-17","22:11:58","148","sauna"
"2021-04-17","22:31:26","125","bar/restaurant"
"2021-04-17","22:46:23","193","bar/restaurant"
"2021-04-18","13:22:44","104","bar/restaurant"
"2021-04-18","17:25:21","132","conference room"
"2021-04-18","18:52:06","144","gym"
"2021-04-18","20:24:43","158","gym"
"2021-04-18","21:03:25","178","bar/restaurant"
"2021-04-18","23:22:06","106","sauna"
"2021-04-19","10:14:56","136","bar/restaurant"
"2021-04-19","11:21:21","111","conference room"
"2021-04-19","13:11:49","137","conference room"
"2021-04-19","14:10:57","170","bar/restaurant"
"2021-04-19","16:18:49","175","conference room"
"2021-04-19","17:10:03","170","conference room"
"2021-04-19","17:18:56","167","bar/restaurant"
"2021-04-19","17:30:42","113","conference room"
"2021-04-19","17:51:43","149","conference room"
"2021-04-19","19:51:30","192","conference room"
"2021-04-19","20:17:39","173","gym"
"2021-04-20","11:00:58","115","conference room"
"2021-04-20","11:02:51","193","conference room"
"2021-04-20","11:17:47","192","sauna"
"2021-04-20","12:53:56","137","sauna"
"2021-04-20","13:31:35","149","conference room"
"2021-04-21","12:39:40","193","conference room"
"2021-04-21","14:40:56","172","conference room"
"2021-04-21","16:10:11","171","conference room"
"2021-04-21","18:35:37","126","gym"
"2021-04-21","19:57:42","133","conference room"
"2021-04-21","23:03:10","119","sauna"
"2021-04-21","23:47:19","165","conference room"
"2021-04-21","23:49:17","175","gym"
"2021-04-22","11:06:22","132","conference room"
"2021-04-22","12:40:46","131","gym"
"2021-04-22","15:27:34","174","sauna"
"2021-04-22","18:20:19","153","bar/restaurant"
"2021-04-22","20:55:30","143","gym"
"2021-04-22","21:17:36","185","gym"
"2021-04-22","21:49:46","172","bar/restaurant"
"2021-04-22","22:30:42","115","sauna"
"2021-04-22","22:58:56","147","gym"
"2021-04-23","14:17:21","199","bar/restaurant"
"2021-04-23","17:23:51","155","sauna"
"2021-04-23","18:32:51","184","bar/restaurant"
"2021-04-23","19:12:11","140","bar/restaurant"
"2021-04-23","19:13:53","199","sauna"
"2021-04-23","20:24:21","104","gym"
"2021-04-23","20:31:50","103","conference room"
"2021-04-23","22:54:02","103","sauna"
"2021-04-23","23:24:55","101","conference room"
"2021-04-24","16:50:34","131","sauna"
"2021-04-24","16:52:43","110","sauna"
"2021-04-24","17:51:40","146","gym"
"2021-04-24","21:26:10","114","bar/restaurant"
"2021-04-25","10:49:09","180","bar/restaurant"
"2021-04-25","19:58:31","154","gym"
"2021-04-25","22:52:18","111","bar/restaurant"
"2021-04-26","11:55:25","195","bar/restaurant"
"2021-04-26","14:57:26","198","bar/restaurant"
"2021-04-26","19:51:27","114","bar/restaurant"
"2021-04-27","17:45:16","157","bar/restaurant"
"2021-04-27","21:48:35","179","bar/restaurant"
"2021-04-27","21:53:24","128","bar/restaurant"
"2021-04-28","10:17:20","126","bar/restaurant"
"2021-04-28","11:10:43","145","bar/restaurant"
"2021-04-28","19:01:13","121","bar/restaurant"
"2021-05-02","18:39:43","123","bar/restaurant"
"2021-05-02","22:43:57","120","bar/restaurant"
"2021-05-02","23:33:17","143","bar/restaurant"
"2021-05-04","16:50:27","154","bar/restaurant"
"2021-05-04","18:53:58","180","bar/restaurant"
"2021-05-04","20:16:38","144","bar/restaurant"
"2021-05-04","21:09:41","145","bar/restaurant"
"2021-05-05","12:36:19","100","bar/restaurant"
"2021-05-05","19:04:56","115","bar/restaurant"
"2021-05-05","22:36:27","188","bar/restaurant"
"2021-05-06","17:56:48","109","bar/restaurant"
"2021-05-06","18:02:58","122","bar/restaurant"
"2021-05-08","13:04:34","111","sauna"
"2021-05-08","13:45:11","176","bar/restaurant"
"2021-05-08","20:39:20","153","sauna"
"2021-05-08","21:43:35","194","sauna"
"2021-05-09","10:46:19","112","bar/restaurant"
"2021-05-09","10:46:45","194","sauna"
"2021-05-09","10:46:54","102","bar/restaurant"
"2021-05-09","13:12:02","164","sauna"
"2021-05-09","16:53:35","117","bar/restaurant"
"2021-05-09","20:27:39","166","sauna"
"2021-05-09","20:55:53","111","sauna"
"2021-05-10","13:09:32","196","bar/restaurant"
"2021-05-10","13:29:22","158","bar/restaurant"
"2021-05-10","14:26:52","150","bar/restaurant"
"2021-05-10","17:02:12","157","bar/restaurant"
"2021-05-10","18:30:53","114","bar/restaurant"
"2021-05-10","22:07:37","184","bar/restaurant"
"2021-05-10","22:21:28","183","bar/restaurant"
"2021-05-10","22:56:56","182","bar/restaurant"
"2021-05-10","23:51:37","117","bar/restaurant"
"2021-05-11","10:16:54","121","bar/restaurant"
"2021-05-11","11:32:26","127","sauna"
"2021-05-11","14:44:19","100","bar/restaurant"
"2021-05-11","16:34:20","122","sauna"
"2021-05-11","20:10:05","108","bar/restaurant"
"2021-05-11","20:13:13","117","bar/restaurant"
"2021-05-11","23:12:37","149","sauna"
"2021-05-11","23:41:00","108","bar/restaurant"
"2021-05-12","10:31:01","142","bar/restaurant"
"2021-05-12","17:45:30","165","bar/restaurant"
"2021-05-12","18:26:26","133","bar/restaurant"
"2021-05-12","20:02:01","190","bar/restaurant"
"2021-05-12","23:56:14","161","bar/restaurant"
"2021-05-13","11:28:16","162","bar/restaurant"
"2021-05-13","12:14:18","171","bar/restaurant"
"2021-05-13","12:54:44","128","bar/restaurant"
"2021-05-13","15:57:57","152","bar/restaurant"
"2021-05-13","17:24:35","177","bar/restaurant"
"2021-05-13","23:42:07","147","bar/restaurant"
"2021-05-14","14:22:55","121","bar/restaurant"
"2021-05-14","19:11:22","102","bar/restaurant"
"2021-05-15","23:19:00","186","gym"
"2021-05-16","12:03:26","186","gym"
"2021-05-16","21:08:16","110","sauna"
"2021-05-17","19:47:56","101","gym"
"2021-05-17","20:29:25","170","sauna"
"2021-05-18","10:07:49","129","sauna"
"2021-05-18","12:54:02","129","sauna"
"2021-05-18","16:31:23","144","sauna"
"2021-05-18","17:43:49","192","sauna"
"2021-05-18","19:02:15","112","gym"
"2021-05-18","19:43:09","123","sauna"
"2021-05-18","23:44:15","187","sauna"
"2021-05-19","12:58:27","180","sauna"
"2021-05-19","16:14:20","111","sauna"
"2021-05-19","16:26:57","120","sauna"
"2021-05-19","17:52:22","124","sauna"
"2021-05-20","13:53:15","197","gym"
"2021-05-20","16:09:08","187","sauna"
"2021-05-20","16:43:28","106","gym"
"2021-05-20","18:20:12","112","sauna"
"2021-05-20","19:45:18","194","sauna"
"2021-05-20","20:08:02","189","sauna"
"2021-05-21","10:27:56","131","gym"
"2021-05-21","11:49:44","180","gym"
"2021-05-21","14:30:15","121","sauna"
"2021-05-21","15:21:37","184","bar/restaurant"
"2021-05-21","15:31:58","109","gym"
"2021-05-21","15:51:29","111","gym"
"2021-05-21","18:46:02","159","gym"
"2021-05-22","10:45:05","118","sauna"
"2021-05-22","13:07:10","170","bar/restaurant"
"2021-05-22","13:29:52","197","sauna"
"2021-05-22","18:18:46","130","gym"
"2021-05-22","21:26:13","152","sauna"
"2021-05-23","10:11:46","164","bar/restaurant"
"2021-05-23","11:58:36","130","bar/restaurant"
"2021-05-23","17:56:46","124","bar/restaurant"
"2021-05-24","10:14:29","176","bar/restaurant"
"2021-05-24","16:31:29","131","bar/restaurant"
"2021-05-24","17:45:18","151","sauna"
"2021-05-24","17:55:47","195","sauna"
"2021-05-24","19:44:21","144","sauna"
"2021-05-24","21:12:32","170","sauna"
"2021-05-25","11:22:50","134","bar/restaurant"
"2021-05-25","14:26:48","134","bar/restaurant"
"2021-05-25","15:33:05","111","gym"
"2021-05-25","15:34:46","167","gym"
"2021-05-25","15:47:40","176","bar/restaurant"
"2021-05-25","16:14:29","115","gym"
"2021-05-25","17:46:57","129","gym"
"2021-05-25","18:56:58","161","sauna"
"2021-05-25","19:14:29","195","conference room"
"2021-05-25","22:52:09","140","bar/restaurant"
"2021-05-25","23:04:17","150","bar/restaurant"
"2021-05-25","23:47:14","150","bar/restaurant"
"2021-05-26","11:47:28","151","gym"
"2021-05-26","13:27:04","119","bar/restaurant"
"2021-05-26","14:14:27","153","conference room"
"2021-05-26","16:27:09","193","gym"
"2021-05-26","16:53:36","156","sauna"
"2021-05-26","18:36:55","146","sauna"
"2021-05-26","22:23:46","172","gym"
"2021-05-26","22:34:43","107","gym"
"2021-05-27","12:33:27","139","bar/restaurant"
"2021-05-27","13:11:35","107","gym"
"2021-05-27","13:45:00","143","conference room"
"2021-05-27","15:26:39","187","gym"
"2021-05-27","16:42:13","169","bar/restaurant"
"2021-05-27","18:33:47","145","conference room"
"2021-05-27","19:15:12","172","conference room"
"2021-05-27","19:34:58","131","bar/restaurant"
"2021-05-27","20:19:58","114","sauna"
"2021-05-27","23:21:21","115","sauna"
"2021-05-27","23:43:12","199","gym"
"2021-05-28","15:55:55","177","gym"
"2021-05-28","18:25:55","158","gym"
"2021-05-28","18:51:41","119","bar/restaurant"
"2021-05-28","20:20:47","111","gym"
"2021-05-28","21:00:33","185","sauna"
"2021-05-28","22:54:10","137","conference room"
"2021-06-01","10:24:30","194","sauna"
"2021-06-01","12:51:35","197","conference room"
"2021-06-01","12:55:56","161","gym"
"2021-06-01","15:48:31","102","bar/restaurant"
"2021-06-01","16:11:28","197","conference room"
"2021-06-01","16:32:53","132","conference room"
"2021-06-01","17:10:07","187","bar/restaurant"
"2021-06-01","18:03:42","170","sauna"
"2021-06-01","19:25:09","189","sauna"
"2021-06-01","19:27:58","172","sauna"
"2021-06-01","19:30:26","135","sauna"
"2021-06-01","23:24:26","112","sauna"
"2021-06-01","23:35:36","115","conference room"
"2021-06-02","11:58:14","160","gym"
"2021-06-02","17:18:28","159","sauna"
"2021-06-03","13:21:31","159","sauna"
"2021-06-03","18:54:35","106","sauna"
"2021-06-03","19:28:35","114","sauna"
"2021-06-03","19:54:13","109","gym"
"2021-06-03","20:14:53","160","sauna"
"2021-06-04","12:32:01","144","sauna"
"2021-06-04","19:39:32","168","sauna"
"2021-06-04","19:42:10","112","sauna"
"2021-06-04","22:56:45","105","gym"
"2021-06-05","11:36:11","189","bar/restaurant"
"2021-06-05","12:17:09","127","sauna"
"2021-06-05","12:41:33","138","sauna"
"2021-06-05","18:01:11","171","bar/restaurant"
"2021-06-05","22:18:42","102","bar/restaurant"
"2021-06-05","22:32:58","152","bar/restaurant"
"2021-06-05","23:00:55","123","bar/restaurant"
"2021-06-06","11:53:09","161","bar/restaurant"
"2021-06-06","13:17:01","184","gym"
"2021-06-06","13:32:35","197","sauna"
"2021-06-06","13:50:35","167","bar/restaurant"
"2021-06-06","15:08:30","130","sauna"
"2021-06-06","16:16:22","116","bar/restaurant"
"2021-06-06","16:29:10","153","bar/restaurant"
"2021-06-06","19:06:33","122","gym"
"2021-06-06","22:55:10","170","bar/restaurant"
"2021-06-06","23:11:25","117","bar/restaurant"
"2021-06-06","23:29:35","146","sauna"
"2021-06-07","13:10:42","122","bar/restaurant"
"2021-06-07","13:22:35","162","bar/restaurant"
"2021-06-07","15:07:54","125","sauna"
"2021-06-07","17:42:20","127","bar/restaurant"
"2021-06-07","21:27:41","174","gym"
"2021-06-07","21:45:43","143","gym"
"2021-06-07","22:08:11","186","sauna"
"2021-06-07","22:37:16","177","gym"
"2021-06-07","22:38:43","199","gym"
"2021-06-08","10:16:34","175","sauna"
"2021-06-08","10:26:03","143","bar/restaurant"
"2021-06-08","13:12:47","165","sauna"
"2021-06-08","14:29:19","118","sauna"
"2021-06-08","16:32:46","125","bar/restaurant"
"2021-06-08","18:33:00","104","sauna"
"2021-06-08","20:53:42","178","conference room"
"2021-06-08","21:01:17","119","conference room"
"2021-06-08","23:49:58","143","bar/restaurant"
"2021-06-09","10:49:28","170","conference room"
"2021-06-09","10:50:47","141","bar/restaurant"
"2021-06-09","11:07:00","115","conference room"
"2021-06-09","11:38:40","110","conference room"
"2021-06-09","12:37:27","171","bar/restaurant"
"2021-06-09","15:40:26","146","conference room"
"2021-06-09","16:44:29","102","bar/restaurant"
"2021-06-09","17:17:44","109","bar/restaurant"
"2021-06-09","18:56:00","157","bar/restaurant"
"2021-06-09","20:54:22","139","sauna"
"2021-06-09","20:55:30","133","bar/restaurant"
"2021-06-09","21:15:50","136","bar/restaurant"
"2021-06-09","22:16:36","143","sauna"
"2021-06-10","10:07:15","182","bar/restaurant"
"2021-06-10","10:31:26","194","bar/restaurant"
"2021-06-10","11:32:42","157","sauna"
"2021-06-10","11:52:56","189","bar/restaurant"
"2021-06-10","12:47:26","199","gym"
"2021-06-10","13:29:38","130","conference room"
"2021-06-10","13:48:09","144","bar/restaurant"
"2021-06-10","14:04:58","162","conference room"
"2021-06-10","14:58:30","126","bar/restaurant"
"2021-06-10","15:17:17","150","bar/restaurant"
"2021-06-10","16:11:18","156","bar/restaurant"
"2021-06-10","16:32:24","146","bar/restaurant"
"2021-06-10","17:55:43","133","bar/restaurant"
"2021-06-10","18:31:54","143","conference room"
"2021-06-10","19:32:26","164","sauna"
"2021-06-10","21:20:50","122","sauna"
"2021-06-11","10:06:52","143","sauna"
"2021-06-11","10:21:13","138","gym"
"2021-06-11","11:20:28","142","bar/restaurant"
